,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
1065,a90d67,1714075538,KFFZ,1714078911,KMZJ,N6823A  ,184.0,17.0,5316.0,1068.0,0,8
1066,a8a4be,1714076374,KSUA,1714079213,KSUA,N656TS  ,519.0,35.0,1250.0,4.0,1,5
1067,ab97c1,1714076041,KTOA,1714081016,KTOA,N846SP  ,232.0,61.0,897.0,0.0,3,7
1068,aaaa4a,1714077150,KSJC,1714080913,KSAN,SWA4152 ,486.0,56.0,2079.0,32.0,2,9
1069,ac7e63,1714078600,KSEE,1714081624,KSEE,N904DR  ,1557.0,163.0,2032.0,209.0,1,9
1070,abc274,1714078590,K1G4,1714080824,KLAS,N857MH  ,7219.0,297.0,1521.0,97.0,0,3
1071,ad1fc8,1714076087,KPHL,1714078834,KBOS,AAL1776 ,3091.0,194.0,247.0,112.0,1,3
1072,ad966c,1714076676,KLEX,1714080915,KPNE,N975CB  ,647.0,21.0,1752.0,28.0,0,10
1073,adf0bb,1714078937,KBJC,1714082085,KBJC,N998DW  ,340.0,69.0,1334.0,38.0,4,10
1074,c066dd,1714078356,CYUL,1714081682,KBOS,ACA752  ,1537.0,154.0,675.0,105.0,0,3
1075,c074ad,1714077407,CNY3,1714079795,CYPQ,CGSEU   ,1083.0,798.0,10027.0,783.0,3,4
1076,c07854,1714075776,CYOO,1714079053,CYOO,CGTOT   ,317.0,117.0,1160.0,86.0,0,4
1077,3b9b1f,1714081410,,1714082271,LFRL,BELIGOUU,,,545.0,72.0,0,1
1078,3b9b1f,1714079071,LFRL,1714079903,LFEC,BELIGOUU,376.0,72.0,27757.0,124.0,0,0
1079,3b9b1f,1714076232,LFRL,1714078189,LFRL,BELIGOUU,157.0,95.0,580.0,64.0,0,1
1080,3c6498,1714076680,EDDM,1714079403,EDDV,DLH1AK  ,1337.0,49.0,2896.0,142.0,0,2
1081,3c6652,1714076700,EDDM,1714080368,LFMN,DLH37C  ,1612.0,42.0,9697.0,522.0,0,1
1082,502d33,1714076404,,1714078372,VOBL,IGO5322 ,,,4911.0,152.0,0,2
1083,4baa54,1714077022,,1714079089,LTFM,THY3CR  ,,,4874.0,289.0,0,2
1084,4ca15c,1714077613,EHAM,1714081627,EIDW,EIN611  ,1767.0,163.0,2012.0,124.0,0,4
1085,4caa53,1714075491,EGCC,1714078123,EIDW,EAI11M  ,452.0,74.0,2027.0,124.0,0,4
1086,89648f,1714078893,,1714079987,OMDB,FDB57M  ,,,2377.0,42.0,0,2
1087,7c6de8,1714077579,YMML,1714081049,YPAD,QFA673  ,2020.0,94.0,1230.0,120.0,1,3
1088,a09884,1714079077,KATW,1714081830,KATW,N1377E  ,87.0,35.0,1772.0,5.0,4,15
1089,a09961,1714079610,KCID,1714082137,KMSP,EDV4825 ,6789.0,748.0,882.0,27.0,0,9
1090,a14d8b,1714076971,KPDK,1714078211,1GE9,N183TS  ,157.0,54.0,8284.0,1242.0,1,6
1091,a172fe,1714080365,KZPH,1714082234,KZPH,N1927Z  ,5563.0,216.0,2816.0,262.0,2,10
1092,a172fe,1714076641,KBKV,1714077505,KZPH,N1927Z  ,2072.0,182.0,2758.0,254.0,1,10
1093,a21f26,1714076718,KLEX,1714079328,KLEX,N236DS  ,509.0,54.0,2865.0,36.0,0,8
1094,a247b8,1714077473,,1714079105,KHND,EJA246  ,,,620.0,10.0,0,4
1095,a251fc,1714076715,KCCB,1714081459,KSNA,N249FS  ,332.0,21.0,10008.0,417.0,2,4
1096,a28aa1,1714080104,KGVL,1714082235,7TN3,N263FB  ,5618.0,715.0,6073.0,636.0,0,14
1097,a1b826,1714076437,,1714080674,KSHV,N21LC   ,,,2564.0,66.0,0,12
1098,a36691,1714076755,KBNA,1714081666,SC42,N318WV  ,1344.0,37.0,1933.0,415.0,0,5
1099,a39089,1714077572,KDCA,1714080993,KBOS,JBU2654 ,635.0,41.0,120.0,105.0,1,3
1100,a39760,1714077984,,1714080438,KPDK,N330SA  ,,,2307.0,60.0,0,6
1101,a2a219,1714078663,PAEN,1714080112,PANC,N269TD  ,132.0,0.0,848.0,15.0,6,14
1102,a2a219,1714075291,PANC,1714076632,PAEN,N269TD  ,1563.0,15.0,424.0,0.0,7,19
1103,a2d926,1714079544,KPIE,1714081914,7FD6,CNS215  ,279.0,49.0,12651.0,1626.0,1,4
1104,a47b7c,1714077545,KSMQ,1714078839,KSMQ,N38809  ,1979.0,120.0,1779.0,150.0,5,15
1105,a3a8ef,1714075681,KPHX,1714082315,KSFO,FFT2637 ,894.0,12.0,1854.0,26.0,1,5
1106,a57c9c,1714076269,KSUE,1714080842,K3CK,N4525L  ,9931.0,1089.0,2164.0,232.0,3,27
1107,a4d528,1714077326,KLGB,1714079139,KLGB,N410LP  ,544.0,12.0,476.0,25.0,3,7
1108,a6065d,1714075587,KGSP,1714079467,6FL3,N488AM  ,1218.0,178.0,7822.0,2449.0,6,11
1109,a60c79,1714078206,KGZS,1714081004,KMDQ,N48900  ,8472.0,675.0,2833.0,74.0,0,8
1110,a5e6af,1714079314,,1714081350,63CN,N48EL   ,,,4471.0,272.0,0,6
1111,a6c756,1714077007,KEWR,1714079305,0NK9,GJS4400 ,425.0,96.0,3475.0,1043.0,1,8
1112,a9a850,1714077550,9NC9,1714079367,KW91,N721LU  ,2373.0,1056.0,20433.0,1328.0,2,6
1113,a9d688,1714077246,9FD2,1714077981,KVDF,N733DN  ,980.0,219.0,2331.0,115.0,3,9
1114,a9e656,1714076083,KXFL,1714076774,KDAB,JED737  ,1306.0,134.0,3964.0,50.0,0,11
1115,a9e8ed,1714077006,KSFF,1714080092,KSFF,N738BS  ,361.0,90.0,1339.0,98.0,3,18
1116,a9ecc7,1714075320,KMLB,1714077649,KMLB,N739DB  ,1389.0,40.0,1169.0,40.0,1,5
1117,aa83a0,1714077331,,1714079168,KSNA,N777GB  ,,,2225.0,226.0,0,2
1118,aaf253,1714076774,KATL,1714077577,KPIM,SKW4092 ,1613.0,136.0,10510.0,1172.0,2,5
1119,ac828f,1714075662,KCLT,1714078887,FD81,PDT5940 ,2787.0,244.0,13453.0,710.0,0,7
1120,ac8efa,1714076852,KDTW,1714080744,KCHA,EDV5087 ,1066.0,92.0,3879.0,127.0,1,5
1121,ad5628,1714077844,KMSP,1714081461,KSTL,DAL1314 ,1511.0,42.0,651.0,51.0,0,7
1122,c01460,1714076912,CYXX,1714077853,CYYJ,LVW357  ,1608.0,237.0,4976.0,277.0,0,8
1123,40643c,1714076093,EHAM,1714080474,EGAA,EZY92JX ,1806.0,155.0,8606.0,451.0,0,1
1124,4691c3,1714078909,LGAV,1714080644,LGTS,AEE136  ,11036.0,1978.0,2437.0,153.0,0,1
1125,a03574,1714080090,KCLT,1714080959,NC03,AAL2762 ,2852.0,328.0,11758.0,587.0,0,10
1126,a15795,1714077240,KDTW,1714080298,KMDT,EDV5155 ,1474.0,169.0,42.0,94.0,1,15
1127,a0f2c6,1714077283,KEUL,1714080385,KEUL,N160ME  ,237.0,81.0,1420.0,96.0,5,14
1128,a2290f,1714078299,K1B9,1714081479,K1B9,N2383X  ,1685.0,389.0,1315.0,389.0,1,5
1129,a2290f,1714076301,KPYM,1714077175,K1B9,N2383X  ,596.0,53.0,2210.0,359.0,1,5
1130,a22c7c,1714079215,KHWO,1714080352,14FA,N2391T  ,3008.0,180.0,15498.0,248.0,2,9
1131,a35155,1714077851,PAMR,1714081107,PASX,N3125Q  ,636.0,3.0,813.0,41.0,7,19
1132,a36af7,1714078530,K28J,1714079322,KVQQ,N31920  ,13596.0,991.0,4519.0,188.0,1,6
1133,a2db21,1714075356,,1714078048,KDAL,SWA1278 ,,,2417.0,87.0,0,14
1134,a4c0d2,1714075980,KI69,1714081631,KI69,N405SP  ,1564.0,139.0,1649.0,47.0,4,16
1135,a660dc,1714078692,KOQW,1714081305,KDBQ,N51UD   ,14492.0,603.0,267.0,76.0,0,7
1136,a682fe,1714075957,CA16,1714078110,CA16,N519BG  ,14125.0,626.0,6886.0,641.0,0,15
1137,a6c628,1714078253,KCMI,1714080093,KCMI,ILU558  ,826.0,77.0,1825.0,13.0,3,16
1138,a6c705,1714077714,KPTK,1714081857,KPTK,N536DC  ,1128.0,51.0,2827.0,74.0,0,8
1139,a807a1,1714076330,KBTP,1714079414,KBTP,N61615  ,528.0,106.0,1288.0,45.0,5,17
1140,a8391b,1714076647,KOMA,1714079309,KFCM,EJA629  ,798.0,225.0,2613.0,51.0,3,10
1141,a85f17,1714075723,KGMU,1714078297,KGMU,N6389R  ,922.0,15.0,4296.0,168.0,6,14
1142,a7c429,1714079589,KTPA,1714081966,KPHK,N6SM    ,779.0,37.0,12468.0,1488.0,2,5
1143,a97294,1714081104,KFSD,1714082330,,N708DC  ,3643.0,737.0,,,3,0
1144,a97690,1714078380,KGEG,1714079899,K5W1,CFS4799 ,1178.0,22.0,12168.0,1427.0,7,2
1145,a9c504,1714077932,K33N,1714081226,KMTN,N729AJ  ,3144.0,211.0,3317.0,85.0,5,9
1146,a9c504,1714075457,KMTN,1714076549,K33N,N729AJ  ,1697.0,123.0,4394.0,226.0,1,22
1147,a9d714,1714077590,2FD8,1714079039,KDAB,N733KC  ,9816.0,746.0,2118.0,20.0,5,11
1148,ab53e4,1714077840,KDTW,1714082296,6NJ9,SKW3820 ,1018.0,100.0,5778.0,368.0,1,12
1149,ab5b88,1714079146,KMQY,1714081284,KGZS,N8306D  ,2616.0,345.0,17369.0,812.0,1,1
1150,aae751,1714076690,TX91,1714077625,KDFW,N801TV  ,8623.0,106.0,6192.0,150.0,0,19
1151,aaefc0,1714076850,3TN9,1714079873,3TN9,N80327  ,4250.0,961.0,4964.0,466.0,3,11
1152,ac702e,1714078218,KRDU,1714080112,VG10,N900LH  ,688.0,19.0,7332.0,1485.0,0,8
1153,ac74e4,1714079545,KSTL,1714082090,KMDW,SWA3242 ,2605.0,40.0,912.0,82.0,1,2
1154,ac786a,1714076160,KTEB,1714079952,5NC3,FTH902  ,841.0,2.0,7695.0,268.0,0,4
1155,ad1da9,1714078061,KPIA,1714079878,K06C,SKW5483 ,2006.0,179.0,7927.0,251.0,0,6
1156,ad968f,1714076735,,1714079337,KTYS,N975DM  ,,,2399.0,1.0,0,15
1157,aca9b6,1714079136,,1714081714,KORD,SKW5485 ,,,6781.0,183.0,0,4
1158,ae2903,1714076853,KSAN,1714078471,KSAN,C6019   ,1288.0,5.0,1409.0,17.0,2,9
1159,ade0cc,1714076928,KJKA,1714077681,02AL,BL347   ,1298.0,238.0,7689.0,895.0,4,13
1160,adf5fb,1714077674,LL44,1714080568,1LL0,N999VP  ,214.0,1402.0,2898.0,769.0,2,18
1161,3c6752,1714075866,EDDF,1714080739,EGCC,DLH5UX  ,1643.0,71.0,357.0,66.0,1,1
1162,4bb46d,1714078260,OLBA,1714078934,,MNB1341 ,312.0,1139.0,,,0,0
1163,4cadea,1714076622,,1714078528,LIRF,ITY1500 ,,,6690.0,125.0,0,4
1164,71c513,1714079170,,1714082396,RKSI,TWB308  ,,,25611.0,1303.0,0,0
1165,7c39fb,1714077900,YARM,1714081400,YSSY,QLK19D  ,5080.0,1247.0,1784.0,82.0,0,2
1166,7c5304,1714077789,YSSY,1714079788,YSCB,QLK423D ,1202.0,74.0,1075.0,71.0,0,0
1167,a01055,1714080381,KMDW,1714081711,KCMI,FSR103  ,2154.0,146.0,2274.0,13.0,0,16
1168,a02ed0,1714078417,KFDK,1714081256,KFDK,N11019  ,3623.0,364.0,1240.0,189.0,5,18
1169,a11e8b,1714077452,KSAN,1714082052,KSFO,SKW3478 ,693.0,10.0,1558.0,42.0,2,5
1170,a19a0f,1714081202,MI45,1714081841,KY47,N202GH  ,6731.0,114.0,1061.0,22.0,2,7
1171,a0bf61,1714079834,3SC4,1714080441,25SC,N1472T  ,6983.0,1144.0,4064.0,432.0,2,13
1172,a218b8,1714076623,KDPA,1714079185,KDPA,N234PY  ,4808.0,385.0,11103.0,423.0,0,22
1173,a21c8c,1714079486,FD15,1714080152,KSUA,GPD235  ,9009.0,862.0,1340.0,20.0,1,5
1174,a23e6a,1714077987,KSGJ,1714079599,8FL0,FFY563  ,5278.0,423.0,7744.0,563.0,1,7
1175,a24c7e,1714077856,KDTO,1714079260,1TE8,N2471C  ,2057.0,429.0,4349.0,1317.0,14,29
1176,a26025,1714078519,KCLT,1714080098,,ENY3864 ,2779.0,282.0,,,0,0
1177,a26df5,1714079561,KFOK,1714080453,KFRG,HPK56   ,2885.0,360.0,1890.0,32.0,0,1
1178,a27c2c,1714076371,KWWD,1714080815,3PN3,N2596W  ,4340.0,572.0,20121.0,1383.0,1,5
1179,a37630,1714076501,KEVB,1714080616,KEVB,EPI322  ,428.0,25.0,1235.0,12.0,2,6
1180,a38202,1714076314,KLZU,1714079197,KLZU,N325MM  ,348.0,42.0,2872.0,88.0,0,9
1181,a2c27e,1714076179,KOAK,1714079201,KBUR,SWA804  ,1904.0,48.0,953.0,54.0,1,4
1182,a4280e,1714077609,KSGR,1714081603,1TX6,N367TZ  ,4560.0,1483.0,16280.0,1475.0,1,5
1183,a4ea76,1714076310,KAZO,1714077266,KAZO,N416AM  ,2677.0,160.0,2585.0,152.0,6,12
1184,a6171d,1714077053,KPOC,1714078048,KSBD,CXK1017 ,723.0,27.0,10565.0,469.0,1,7
1185,a63073,1714077398,KDKX,1714079330,KDKX,N4982E  ,2403.0,233.0,2069.0,50.0,1,9
1186,a5f14c,1714079484,K9A1,1714080334,KLZU,N482P   ,1493.0,88.0,3057.0,72.0,7,8
1187,a718b3,1714076670,WI52,1714077991,KOCQ,N55641  ,2388.0,301.0,14589.0,1370.0,2,8
1188,a6ce90,1714077676,KCLT,1714078707,,JIA5102 ,2804.0,229.0,,,0,0
1189,a9d659,1714076774,KDMA,1714077411,KRYN,N733BR  ,10339.0,1134.0,7551.0,299.0,1,8
1190,a9e627,1714075905,KCNO,1714078455,KCNO,N737MH  ,631.0,15.0,2631.0,106.0,2,6
1191,a9e902,1714078932,KHWO,1714080316,KHWO,N738CN  ,2416.0,149.0,1087.0,58.0,2,4
1192,a9e902,1714076826,KHWO,1714077770,KHWO,N738CN  ,3031.0,210.0,2144.0,119.0,2,4
1193,a9f06b,1714077583,KTKI,1714079274,3TE0,N74CH   ,2122.0,316.0,21148.0,1780.0,3,2
1194,a9f837,1714080518,99KY,1714082369,90KY,N741WB  ,11509.0,1033.0,13642.0,1071.0,0,7
1195,a9f958,1714075394,KAJO,1714078532,KAJO,N7415R  ,831.0,66.0,2284.0,134.0,1,7
1196,aa2a54,1714078020,KPDK,1714080436,FD35,EJA754  ,429.0,46.0,4143.0,471.0,1,3
1197,aa699d,1714076970,1NY5,1714081774,KOWD,CXK239  ,6185.0,525.0,218.0,98.0,3,6
1198,ab4deb,1714078944,7AL9,1714080310,KPNS,N8275H  ,2629.0,545.0,3428.0,107.0,12,15
1199,aae377,1714077451,KDTW,1714078527,MI56,SKW4028 ,2707.0,77.0,11074.0,1192.0,1,7
1200,aadf5a,1714078226,OI46,1714081765,OI45,N8YJ    ,7431.0,97.0,9194.0,15.0,2,13
1201,ac712d,1714076199,KLAS,1714081018,KSFO,SWA2040 ,1288.0,1.0,1692.0,42.0,1,5
1202,c8290b,1714077971,NZWL,1714079512,NZWL,ZKEBJ   ,410.0,163.0,180.0,133.0,2,3
1203,34754c,1714075226,,1714077709,LEMD,IBS3811 ,,,2386.0,38.0,0,3
1204,4853d0,1714078305,EHEH,1714080109,EHAM,TRA074  ,986.0,91.0,6905.0,125.0,0,0
1205,3c4dc1,1714078070,EDDM,1714080666,EDLR,DLH9JW  ,1276.0,49.0,2133.0,677.0,0,2
1206,502d34,1714078560,,1714080749,VOBL,IGO996  ,,,4456.0,137.0,0,2
1207,4bcded,1714077872,,1714080702,LTBL,SXS2CC  ,,,9375.0,1572.0,0,3
1208,4d23fc,1714078300,,1714081098,LIPZ,RYR7ZN  ,,,3410.0,127.0,0,4
1209,75871b,1714077150,RPLL,1714079021,,APG322  ,581.0,137.0,,,1,0
1210,a05a1a,1714076730,KOCF,1714077557,KX60,N1212U  ,2044.0,155.0,8089.0,1317.0,4,6
1211,a12030,1714077234,,1714079114,5MS5,UCA4273 ,,,14139.0,1318.0,0,6
1212,a12151,1714078809,KLOT,1714082395,KLOT,N172HG  ,1202.0,52.0,2523.0,113.0,2,13
1213,a14010,1714077912,KSAN,1714079536,,N18TV   ,635.0,43.0,,,2,0
1214,a19741,1714076417,,1714079936,KLNS,N201RR  ,,,12577.0,860.0,0,4
1215,a0ea44,1714076283,KFXE,1714081469,KVNC,N1580E  ,2063.0,331.0,5503.0,207.0,1,3
1216,a406b4,1714078656,PASX,1714082061,8AK2,N359EV  ,383.0,79.0,8043.0,7.0,12,19
1217,a406b4,1714075882,8AK2,1714077883,PASX,N359EV  ,7979.0,0.0,649.0,87.0,5,19
1218,a42390,1714079359,KIND,1714080444,4II7,LTA366  ,2454.0,183.0,3799.0,510.0,3,13
1219,a499a9,1714077316,KJQF,1714081163,KRUQ,CXK630  ,89.0,32.0,1980.0,244.0,6,25
1220,a511a8,1714079405,KISP,1714081225,K0B8,N4258F  ,1333.0,76.0,2869.0,1079.0,0,7
1221,a4ebfa,1714079373,KPYM,1714081949,KLCI,N416S   ,1789.0,76.0,4671.0,367.0,1,7
1222,a626d6,1714076353,KDAB,1714080545,KDAB,ERU496  ,641.0,12.0,2360.0,20.0,2,11
1223,a5c8ac,1714077142,KJNX,1714079412,NC36,N472BL  ,2655.0,262.0,5084.0,588.0,0,7
1224,a712c7,1714080497,,1714081820,KMDD,N555JA  ,,,10131.0,646.0,0,6
1225,a6c6ad,1714078392,KTUS,1714079243,KDMA,N53591  ,2581.0,116.0,3543.0,174.0,1,2
1226,a6fa94,1714076550,KJAN,1714080813,KDFW,JIA5546 ,1296.0,107.0,4820.0,211.0,2,21
1227,a815a1,1714076319,KHWD,1714081070,KHWD,N62TV   ,318.0,15.0,205.0,46.0,1,7
1228,a89e9a,1714080390,KNEW,1714082207,KGPT,N65447  ,112.0,2.0,13194.0,1027.0,0,6
1229,a7c613,1714077992,KASH,1714079776,03MA,N60NA   ,2064.0,282.0,8020.0,525.0,3,9
1230,a7fb70,1714078260,CN12,1714079099,4CL3,REH91   ,4763.0,337.0,5482.0,272.0,3,5
1231,a906f3,1714075835,KPHL,1714079184,,PDT5688 ,3514.0,324.0,,,1,0
1232,a946b3,1714080344,KPHT,1714081548,KHVC,N697WH  ,7496.0,1286.0,6290.0,224.0,1,4
1233,a967b4,1714077338,PAEN,1714079513,PANC,CFS7735 ,1169.0,7.0,1440.0,8.0,5,16
1234,a8b325,1714079985,4SC4,1714080728,KGMU,N66P    ,4136.0,704.0,1887.0,31.0,3,14
1235,a8b325,1714076672,KGMU,1714077786,4SC4,N66P    ,1062.0,23.0,2769.0,300.0,6,9
1236,a8d6bd,1714076684,KHSV,1714080270,KCLT,PDT5741 ,1734.0,36.0,10204.0,412.0,2,8
1237,aa0759,1714075241,KEWR,1714081462,KIND,RPA3443 ,1640.0,5.0,6099.0,138.0,1,32
1238,aa72d4,1714078842,K5C1,1714080213,KBAZ,N7720G  ,280.0,4.0,5524.0,289.0,0,20
1239,aa6b43,1714076640,KDTW,1714080971,KEWR,RPA3447 ,1226.0,138.0,490.0,112.0,1,5
1240,ab8dfd,1714078501,KDYB,1714081093,KDYB,N84342  ,1766.0,242.0,1876.0,211.0,0,5
1241,aac3fa,1714079768,KDWA,1714080648,KO41,N793JH  ,3565.0,601.0,11778.0,845.0,3,14
1242,aba9e7,1714077941,KATL,1714080286,KBNA,SWA2541 ,1710.0,167.0,2732.0,37.0,1,3
1243,ad2736,1714075721,KDFW,1714077748,KRVS,AAL2358 ,2515.0,279.0,3695.0,1672.0,2,12
1244,acb8d7,1714076920,KPHF,1714079132,KMTN,N919HP  ,2496.0,307.0,4950.0,153.0,2,10
1245,ae5c92,1714077246,KGRK,1714081551,6TS1,DECOY08 ,4059.0,544.0,11925.0,979.0,2,3
1246,c05b5f,1714078689,CYHU,1714082204,CYHU,CGIPQ   ,995.0,118.0,885.0,88.0,2,8
1247,e88011,1714080042,SGPJ,1714082046,SNVY,ZPBJV   ,902.0,14.0,24726.0,1280.0,0,0
1248,440605,1714075380,EDDM,1714077637,LOWW,AUA118G ,1179.0,42.0,1211.0,38.0,0,2
1249,47956b,1714078291,ENGM,1714080368,ENBR,NOZ638  ,2927.0,181.0,2258.0,123.0,0,1
1250,48605b,1714076645,EHVK,1714077657,EHVK,LIFELN3 ,1948.0,168.0,1632.0,206.0,0,2
1251,48adae,1714079015,EPWA,1714080987,EPPO,LOT9WK  ,1087.0,95.0,305.0,43.0,1,3
1252,4ca8af,1714075572,,1714079309,,RYR325  ,,,,,0,0
1253,a02730,1714077441,FD08,1714081518,KPMP,N109LU  ,2294.0,754.0,9885.0,420.0,2,5
1254,a06415,1714075645,FA44,1714076890,FD39,N124RR  ,6109.0,886.0,6834.0,428.0,3,14
1255,a0b5f5,1714077460,K20N,1714078911,KHPN,N145HC  ,11758.0,381.0,8609.0,64.0,2,0
1256,a0e6c4,1714075680,KORD,1714078361,KCVG,UAL1796 ,1080.0,105.0,2124.0,59.0,0,11
1257,a21760,1714080681,CL23,1714081378,00CL,N234AD  ,3253.0,629.0,6386.0,575.0,4,6
1258,a255bb,1714075638,KJWN,1714082071,KPWK,N25G    ,337.0,13.0,3309.0,39.0,1,5
1259,a26f6f,1714076744,,1714078319,KSLC,SKW3870 ,,,2375.0,29.0,0,3
1260,a38513,1714079176,KCHA,1714081735,SC51,N326EW  ,3292.0,530.0,7188.0,864.0,0,5
1261,a39723,1714075682,KLGA,1714080931,KCHS,EDV5077 ,243.0,105.0,4039.0,100.0,0,7
1262,a2aa66,1714079262,KSSF,1714081067,TE97,CAP4271 ,2446.0,349.0,5314.0,393.0,8,16
1263,a443ed,1714077120,CEF4,1714077851,CYYC,N374PA  ,775.0,76.0,2152.0,74.0,0,5
1264,a49524,1714075325,KAUN,1714080249,KAUN,N3948Q  ,3453.0,315.0,1674.0,239.0,0,6
1265,a54595,1714075366,KTOA,1714078129,KTOA,N439LP  ,98.0,31.0,624.0,31.0,3,7
1266,a59ef7,1714077872,KLNK,1714082033,KORD,SKW4768 ,6794.0,794.0,6160.0,138.0,2,4
1267,a7093e,1714078611,XS09,1714080925,KUTS,N5520N  ,13146.0,175.0,5835.0,422.0,0,2
1268,a74f8a,1714075884,KSJC,1714078881,KSBD,N570MP  ,462.0,56.0,9225.0,363.0,2,5
1269,a6b0d2,1714075920,KORF,1714077942,KDCA,JIA5162 ,1926.0,53.0,428.0,88.0,1,5
1270,a6e1e5,1714076429,KAZO,1714080532,KAZO,N5421R  ,2323.0,160.0,3200.0,129.0,6,12
1271,a7de93,1714077678,KDTW,1714080019,KPIT,EDV5256 ,687.0,62.0,5150.0,37.0,0,11
1272,a8b49a,1714075250,KSGJ,1714076945,KVDF,N660DX  ,3250.0,560.0,2656.0,145.0,1,9
1273,aa0e62,1714076629,KMKE,1714081542,KCLT,AAL2808 ,308.0,75.0,8476.0,320.0,0,8
1274,aa78b2,1714075290,,1714079072,KDFW,ENY3497 ,,,5487.0,234.0,0,21
1275,ab5dab,1714077771,KDTW,1714080116,KBUF,SKW3960 ,959.0,47.0,335.0,122.0,1,15
1276,ac78b0,1714076028,KLGA,1714080414,CYYZ,EDV4944 ,229.0,105.0,1329.0,127.0,0,4
1277,ac7e56,1714077099,KATW,1714079455,KMKE,N904DC  ,492.0,81.0,1282.0,75.0,4,10
1278,abac7e,1714078734,KVNY,1714081363,KLAS,EJA851  ,352.0,53.0,2312.0,51.0,2,3
1279,ad13f2,1714076016,MS48,1714077150,LS86,N9415M  ,7135.0,560.0,2609.0,538.0,4,8
1280,ad56d1,1714078425,KCVB,1714080029,KAUS,N959HM  ,4152.0,565.0,1710.0,32.0,3,6
1281,ad64e5,1714078894,KPIR,1714081794,NA17,N962PM  ,396.0,62.0,3327.0,534.0,0,20
1282,ad876e,1714075309,KDTW,1714079728,KCLT,DAL2290 ,1052.0,146.0,8668.0,328.0,1,8
1283,accff2,1714076663,KONZ,1714081725,KONZ,N9244H  ,3032.0,307.0,1629.0,216.0,3,8
1284,acf731,1714080949,20FL,1714081631,KVNC,N9342P  ,14333.0,541.0,5718.0,238.0,0,3
1285,acf731,1714078384,KVNC,1714079008,09FL,N9342P  ,5331.0,642.0,5979.0,530.0,0,8
1286,ae13f1,1714075618,OK50,1714079476,OK16,HOOK81  ,11334.0,1616.0,1322.0,924.0,3,7
1287,ae5f95,1714076751,,1714078004,PAED,TRITN11 ,,,2993.0,49.0,0,23
1288,c02039,1714077546,CYYC,1714081529,CYVR,MAL7090 ,2462.0,135.0,2645.0,117.0,0,2
1289,c021af,1714081021,CNC3,1714082321,CYKF,CFMTQ   ,393.0,102.0,2015.0,16.0,0,8
1290,c01e5e,1714077014,CYTZ,1714079171,CYTZ,CFLMZ   ,269.0,122.0,1196.0,76.0,1,3
1291,c81a5a,1714079521,,1714081970,NZAA,ANZ092L ,,,6006.0,313.0,0,2
1292,c81a5a,1714075207,NZAA,1714076737,NZAP,ANZ091L ,5606.0,602.0,23067.0,1680.0,0,0
1293,e49528,1714076585,,1714081658,SBSP,GLO1423 ,,,6646.0,242.0,0,2
1294,34620d,1714076566,EBMB,1714082338,LEBL,VLG2JB  ,419.0,99.0,18689.0,956.0,2,0
1295,4792a6,1714078891,ENGM,1714080976,ENZV,NOZ550  ,11708.0,836.0,3099.0,143.0,0,0
1296,4a08ea,1714079585,LTFM,1714081846,LROP,ROT266Y ,6287.0,510.0,6072.0,209.0,0,2
1297,89663c,1714079564,,1714081101,OM11,WAZ7088 ,,,23973.0,918.0,0,1
1298,7c0225,1714079468,YWBL,1714081109,YMEN,APJ     ,1142.0,43.0,412.0,116.0,0,2
1299,a02f87,1714078033,KLUK,1714081991,KLUK,N1107G  ,638.0,86.0,536.0,78.0,0,9
1300,a1200d,1714075724,,1714078100,XS63,UCA4886 ,,,11496.0,1880.0,0,8
1301,a1377e,1714080480,K1G4,1714081769,K61B,N178GC  ,5506.0,502.0,10025.0,464.0,0,0
1302,a1a542,1714077092,KBOI,1714078004,1ID4,N205GX  ,528.0,191.0,3696.0,744.0,2,3
1303,a1c643,1714080254,,1714080928,KMGW,N213SM  ,,,156.0,75.0,0,6
1304,a1be6e,1714079570,20FA,1714081886,KCOI,N211NJ  ,1941.0,1145.0,1860.0,97.0,1,6
1305,a411d3,1714076438,KSDF,1714082363,KEWR,UPS2076 ,2096.0,251.0,1716.0,43.0,2,5
1306,a3a1dd,1714078166,KAPC,1714082044,KCRQ,N333KH  ,1415.0,164.0,987.0,24.0,0,5
1307,a65a56,1714080220,K60R,1714080991,K60R,N5082R  ,2091.0,1484.0,1931.0,1454.0,2,8
1308,a67c78,1714078359,KVAY,1714080491,KVAY,N517LP  ,406.0,39.0,2395.0,52.0,5,9
1309,a81c92,1714078402,KORL,1714080750,KORL,N6212   ,2138.0,125.0,4188.0,110.0,1,6
1310,a844e0,1714078780,55CL,1714080807,KBFL,N63177  ,12900.0,488.0,2068.0,271.0,0,7
1311,a86a66,1714075366,KSMF,1714080834,KSEA,QXE2112 ,5236.0,677.0,2220.0,66.0,7,11
1312,a9cc7a,1714079370,KORF,1714081279,KIAD,EJA730  ,1398.0,91.0,2592.0,87.0,1,8
1313,a9e582,1714079873,K52F,1714081502,K52F,N737ET  ,77.0,17.0,1349.0,47.0,17,41
1314,aa7416,1714080817,FA83,1714082025,FL48,N7729P  ,1070.0,97.0,5057.0,460.0,3,9
