,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
2754,40039f,1714075555,,1714077727,MBPV,IWY232  ,,,1556.0,4.0,0,1
2755,40653d,1714076326,EGPH,1714080257,EGKK,EZY54HX ,261.0,65.0,4997.0,311.0,0,3
2756,48605c,1714076513,EHRD,1714077551,EHRD,LIFELN2 ,685.0,88.0,652.0,103.0,0,1
2757,71c225,1714078260,,1714078970,,JNA924  ,,,,,0,0
2758,a078e3,1714079733,PANC,1714081493,56AK,N13AL   ,352.0,15.0,2611.0,243.0,7,79
2759,a1435d,1714075999,KAUS,1714082007,34CO,SWA5583 ,876.0,17.0,9051.0,358.0,3,21
2760,a18d79,1714077464,KPWA,1714079507,KPWA,N2BQ    ,751.0,91.0,941.0,91.0,1,10
2761,a18eef,1714075838,KEVY,1714077493,KEVY,N2SP    ,762.0,51.0,573.0,74.0,6,21
2762,a262d5,1714075860,KAUS,1714077249,KSAT,N253C   ,1206.0,32.0,3198.0,103.0,3,12
2763,a37c00,1714079003,KAJR,1714081751,KPDK,N3231R  ,5340.0,1021.0,987.0,60.0,0,7
2764,a2b2da,1714077490,,1714080024,KDCA,ENY3612 ,,,572.0,96.0,0,5
2765,a3d066,1714078864,KORL,1714081348,KORL,N345FH  ,995.0,72.0,1803.0,72.0,1,7
2766,a3e5ea,1714076627,KMKT,1714080161,75MN,MVK51   ,5119.0,732.0,15324.0,489.0,3,7
2767,a3f3ba,1714075205,KMKC,1714080366,KDET,N354AS  ,5904.0,766.0,1615.0,76.0,0,3
2768,a5702c,1714075350,KBED,1714076949,KMVY,N45EE   ,193.0,17.0,1901.0,12.0,0,5
2769,a4d9a7,1714076078,KSDF,1714079932,,UPS5564 ,2064.0,106.0,,,3,0
2770,a6629f,1714077787,FL01,1714079235,KX49,N510ND  ,5159.0,1031.0,7218.0,606.0,4,6
2771,a661f4,1714076916,KCOI,1714079335,KCOI,N510FH  ,831.0,21.0,1264.0,13.0,2,6
2772,a67dfb,1714077821,76MI,1714078856,76MI,N5171R  ,4205.0,15.0,2723.0,38.0,0,9
2773,a68f72,1714076990,KCRQ,1714082327,KCRQ,CXK338  ,217.0,9.0,397.0,70.0,1,5
2774,a83439,1714076871,KDBQ,1714077669,KDBQ,N628CT  ,226.0,84.0,253.0,84.0,1,7
2775,a86904,1714076844,,1714078771,PAMR,N641AT  ,,,1454.0,72.0,0,17
2776,a7f3fa,1714078607,KASW,1714080918,49II,N611RP  ,13855.0,1409.0,12934.0,685.0,1,6
2777,a92bb8,1714078114,6FD2,1714079689,KSFB,LFA547  ,13462.0,533.0,2844.0,181.0,1,9
2778,a9e81d,1714080066,1TN2,1714080869,KMOR,N7375K  ,12148.0,1851.0,9811.0,857.0,0,2
2779,aa8f4d,1714076883,KXNA,1714082185,,N78MN   ,3908.0,659.0,,,3,0
2780,ad4395,1714077513,KMSP,1714080394,KOMA,DAL1128 ,1469.0,42.0,7544.0,302.0,0,14
2781,c00b98,1714078052,KLGA,1714082134,CYYZ,JZA545  ,217.0,113.0,2166.0,127.0,0,4
2782,c0796e,1714075997,NY24,1714078038,NY24,CGTZP   ,8654.0,86.0,8939.0,71.0,3,12
2783,e80209,1714077961,,1714081241,SPJC,LPE2237 ,,,6301.0,255.0,0,5
2784,0d0db8,1714079820,,1714081514,MMMX,AMX535  ,,,1573.0,65.0,0,1
2785,0d0fb6,1714078787,,1714079486,MMPB,XBAIG   ,,,5198.0,225.0,0,0
2786,395140,1714075724,LFBG,1714079797,LFBG,MOLOCH76,8372.0,974.0,6824.0,936.0,2,3
2787,407911,1714075326,EGPE,1714077071,EGPH,LOG44N  ,4333.0,1209.0,1375.0,88.0,0,1
2788,3b75f7,1714078381,LFBG,1714081894,LFBG,MAE41   ,4554.0,837.0,29733.0,1028.0,1,0
2789,3c664b,1714077720,EDDF,1714082098,LHBP,DLH3LM  ,1278.0,125.0,4176.0,39.0,1,6
2790,4ca4ea,1714079378,,1714080361,LGKN,RYR1237 ,,,13124.0,576.0,0,2
2791,a11983,1714076460,,1714078076,MS24,N170DL  ,,,17631.0,1255.0,0,3
2792,a25667,1714078141,,1714080670,KSLC,N25NX   ,,,1618.0,29.0,0,3
2793,a1ba59,1714079421,KPHL,1714082132,KBOS,RPA5717 ,2828.0,331.0,36.0,97.0,1,3
2794,a32bc4,1714077461,KJYO,1714078280,3VA7,N303PH  ,313.0,4.0,4658.0,362.0,1,8
2795,a2ddac,1714077325,KDFW,1714080976,7TE7,ENY3829 ,1690.0,234.0,15136.0,1182.0,3,2
2796,a40c8e,1714081658,KCRS,1714082350,XA75,N360CR  ,5305.0,1691.0,3688.0,1543.0,3,37
2797,a44334,1714076140,KLAS,1714081147,KDEN,FFT1994 ,2323.0,5.0,8667.0,341.0,1,21
2798,a508b9,1714077550,,1714078917,4VG2,N423WA  ,,,10643.0,960.0,0,7
2799,a4c0c6,1714075793,KLCI,1714077412,KLCI,N405SB  ,11299.0,473.0,5949.0,504.0,1,7
2800,a4cb01,1714077180,,1714079053,8XS1,N408GT  ,,,7903.0,553.0,0,22
2801,a4ccbb,1714080997,,1714082204,KHDC,N4080K  ,,,7623.0,366.0,0,7
2802,a4e34f,1714078235,,1714079729,KSRQ,N414DH  ,,,1259.0,16.0,0,4
2803,a4ec02,1714075234,KBKS,1714076287,KALI,N416SH  ,3101.0,209.0,813.0,67.0,1,4
2804,a66312,1714079461,KOSU,1714080934,KOSU,OSU51   ,1622.0,28.0,925.0,62.0,1,19
2805,a69469,1714075272,KAPA,1714077294,KAPA,N523DL  ,627.0,111.0,2323.0,126.0,0,8
2806,a5a78a,1714078064,KEIK,1714081039,KEIK,N4633J  ,349.0,89.0,1011.0,120.0,5,14
2807,a5c36e,1714075211,KSPI,1714077386,KORD,AWI6017 ,2313.0,175.0,5586.0,99.0,1,5
2808,a5cb44,1714077099,KCCR,1714080188,KAPC,N47225  ,727.0,53.0,2378.0,225.0,0,4
2809,a743ca,1714080450,K42I,1714082149,KOSU,N56735  ,1234.0,224.0,1174.0,54.0,6,19
2810,a743ca,1714077034,KOSU,1714078610,K42I,N56735  ,275.0,70.0,4191.0,193.0,3,10
2811,a6bb31,1714078479,KAPA,1714079971,KAPA,N5327J  ,594.0,126.0,1854.0,126.0,0,8
2812,a95f7a,1714081348,PA05,1714082199,18PA,N7028P  ,6319.0,582.0,319.0,403.0,18,42
2813,aaa5dc,1714077858,KHOU,1714079620,KAUS,SWA6054 ,7679.0,839.0,1696.0,17.0,3,6
2814,ac983e,1714079742,KTPA,1714081421,KDAB,N910SC  ,835.0,113.0,3059.0,27.0,2,11
2815,ad402f,1714076045,KCVG,1714079507,KATL,DAL2410 ,2032.0,16.0,2280.0,38.0,1,20
2816,ad8c49,1714077459,KLAS,1714080313,KBUR,NKS264  ,1044.0,43.0,1566.0,8.0,2,4
2817,ae0a86,1714079004,KPMD,1714081333,KBUR,R26473  ,12493.0,1693.0,1676.0,37.0,2,4
2818,c81d9d,1714076117,NZAA,1714078587,NZWN,ANZ409  ,2564.0,244.0,18982.0,1031.0,0,0
2819,4008b1,1714075562,EGLL,1714077529,EGCC,SHT2R   ,799.0,127.0,699.0,66.0,2,1
2820,440bcd,1714077787,LSZM,1714081387,EBMB,BCS64X  ,551.0,50.0,425.0,92.0,1,3
2821,3c6746,1714076589,EDDF,1714078714,EDDV,DLH3WF  ,1075.0,79.0,3028.0,142.0,1,2
2822,4aca08,1714075882,EHAM,1714080634,ENGM,NOZ9JL  ,2270.0,125.0,2705.0,97.0,0,1
2823,4ca84a,1714078126,EGKK,1714081013,EIDW,RYR8H   ,1973.0,334.0,2156.0,131.0,1,4
2824,a06a12,1714078616,,1714079542,PANC,AER43   ,,,602.0,8.0,0,14
2825,a09a04,1714080518,62MD,1714081435,KDCA,N138MH  ,7958.0,352.0,9015.0,25.0,2,6
2826,a1304b,1714077929,KPTK,1714080600,4MI0,N176JM  ,1327.0,59.0,2165.0,10.0,0,8
2827,a12a95,1714077402,KLZZ,1714079249,TS01,CXK468  ,5084.0,566.0,2518.0,234.0,1,18
2828,a17c65,1714075521,KLAX,1714079158,KSFO,SKW3411 ,1736.0,15.0,1541.0,49.0,2,5
2829,a2429e,1714080481,KSPI,1714081466,1IL1,N245AM  ,6416.0,53.0,8514.0,281.0,3,8
2830,a33afa,1714077032,KDTW,1714079870,KMDW,SKW3964 ,2699.0,47.0,1092.0,67.0,1,2
2831,a3724b,1714078864,KABE,1714080628,KTTN,N321CT  ,345.0,66.0,7849.0,163.0,3,18
2832,a3724b,1714076767,PS82,1714078160,KABE,N321CT  ,13058.0,960.0,950.0,89.0,0,16
2833,a4639d,1714078980,KCHS,1714080587,KMKS,N382KD  ,1994.0,138.0,12862.0,854.0,0,3
2834,a5958c,1714078786,KOKC,1714082026,KAUS,SWA5467 ,649.0,77.0,1969.0,2.0,2,5
2835,a4fa9f,1714077560,KRMG,1714079997,22GA,N42PV   ,10977.0,1571.0,4204.0,1578.0,0,5
2836,a69adb,1714079973,48FL,1714082227,KPNS,BL45K   ,5891.0,784.0,3182.0,206.0,2,15
2837,a5ac16,1714078798,KCGF,1714081181,KCGF,N4649M  ,2210.0,219.0,2765.0,97.0,1,7
2838,a84305,1714078757,,1714081260,KREI,40KING7 ,,,9696.0,519.0,0,5
2839,a91e6e,1714076312,KFLL,1714082159,KCLT,NKS1401 ,3905.0,416.0,8231.0,290.0,1,7
2840,a95514,1714076179,KBNA,1714082105,KOPF,N700FJ  ,1512.0,23.0,5164.0,188.0,0,3
2841,a9d6a2,1714078634,FA44,1714081718,FD08,N733EP  ,6142.0,680.0,8352.0,701.0,2,8
2842,a9f1a9,1714076709,,1714078733,KPTK,N74RA   ,,,3942.0,82.0,0,9
2843,aa06b7,1714076594,,1714079733,5TX6,SKW6214 ,,,3812.0,423.0,0,26
2844,aa3361,1714080671,KCAK,1714081610,K3G3,N7565G  ,213.0,29.0,1778.0,15.0,6,17
2845,aa3361,1714077784,K3G3,1714079081,KCAK,N7565G  ,1286.0,61.0,1933.0,0.0,6,15
2846,ab1380,1714078923,KBMI,1714080740,KBMI,N8122Z  ,927.0,82.0,1466.0,82.0,1,12
2847,ab7e7c,1714076700,KSIF,1714078747,NC37,N84LB   ,9869.0,1099.0,9483.0,487.0,0,6
2848,ad790f,1714077165,KCGC,1714082080,KCOI,N9674D  ,3350.0,294.0,1106.0,5.0,1,5
2849,acad0f,1714075230,KSFM,1714079256,KSFM,N916BA  ,3203.0,352.0,3089.0,199.0,1,10
2850,ae140d,1714076142,75OK,1714079681,8OK7,BALL59  ,12412.0,1232.0,15294.0,1551.0,3,3
2851,adf608,1714080667,2KY1,1714081677,1KY7,N999WB  ,12437.0,920.0,8894.0,606.0,1,4
2852,c07bbe,1714077311,CYYJ,1714081251,CYYC,WJA196  ,3027.0,384.0,3540.0,74.0,0,5
2853,c82349,1714076594,NZHN,1714079948,NZWN,ANZ527M ,887.0,168.0,19028.0,1160.0,0,0
2854,0d06de,1714076148,,1714076754,MMMX,SLI335  ,,,759.0,96.0,0,1
2855,201053,1714078960,,1714079598,FABA,WAA901  ,,,10239.0,647.0,0,8
2856,3c666a,1714075230,EDDM,1714078551,EDDH,DLH8CX  ,1152.0,87.0,2979.0,98.0,0,3
2857,502ce4,1714076640,EVRA,1714078570,EYVI,BTI3LR  ,1612.0,194.0,285.0,15.0,1,2
2858,4baa6c,1714078846,LTFM,1714081152,LTBL,THY9DQ  ,5608.0,525.0,6803.0,1587.0,0,3
2859,4d23f0,1714076640,LIRF,1714078983,LICJ,AEZ146R ,413.0,156.0,12354.0,521.0,0,1
2860,a1492e,1714080380,K55J,1714081372,KCRG,N182MA  ,10526.0,429.0,4498.0,139.0,3,8
2861,a1492e,1714076421,KCRG,1714078195,K55J,N182MA  ,1997.0,155.0,500.0,398.0,2,6
2862,a19595,1714077066,KAZO,1714081565,KAZO,N20089  ,2535.0,129.0,3565.0,68.0,6,12
2863,a266a8,1714077701,KLUK,1714078919,KLUK,N254DC  ,676.0,55.0,796.0,55.0,0,9
2864,a267c9,1714080119,KGNV,1714081091,KJAX,EJA254  ,2918.0,479.0,6427.0,310.0,1,5
2865,a29e6a,1714075288,KORL,1714081551,KBNA,N268TM  ,2301.0,87.0,2664.0,45.0,1,3
2866,a1c869,1714079083,KYKM,1714081332,KTIW,N214AL  ,810.0,99.0,4065.0,215.0,0,11
2867,a1e1d0,1714077090,FL47,1714078785,FL47,N220JG  ,9070.0,234.0,8974.0,249.0,1,13
2868,a1da83,1714075584,KOAK,1714080499,KOAK,N21866  ,1173.0,56.0,1034.0,56.0,1,4
2869,a30e67,1714080948,KCPS,1714081996,KCPS,N2962E  ,1937.0,361.0,5267.0,422.0,3,8
2870,a2d957,1714077789,KPTK,1714080116,KBAK,N283CE  ,633.0,67.0,728.0,85.0,0,10
2871,a2d957,1714075363,,1714076624,KPTK,N283CE  ,,,3488.0,28.0,0,9
2872,a2dea7,1714075380,KSDF,1714080741,KEWR,UPS2080 ,1983.0,220.0,1494.0,58.0,2,5
2873,a4153d,1714078796,K28J,1714080170,KLEE,N362RM  ,5935.0,1014.0,1819.0,30.0,1,17
2874,a432b8,1714075987,KI68,1714081275,MI44,N37PA   ,2688.0,191.0,13473.0,1781.0,5,6
2875,a45f59,1714075314,KVPS,1714078015,KATL,DAL2765 ,993.0,57.0,1303.0,30.0,2,22
2876,a3a766,1714080271,OI34,1714081811,12II,N33424  ,8752.0,32.0,13357.0,969.0,4,6
2877,a520a7,1714077715,KMJX,1714080559,KMJX,N4299F  ,867.0,13.0,2908.0,81.0,1,8
2878,a51b58,1714075248,KSNA,1714078856,KSJC,SWA255  ,1517.0,257.0,157.0,87.0,0,3
2879,a588c7,1714080604,KPAO,1714082117,KLVK,N456DX  ,289.0,69.0,1567.0,251.0,2,4
2880,a59ae1,1714076532,KNID,1714078285,KNTD,N460PA  ,1662.0,172.0,4920.0,140.0,2,2
2881,a638b0,1714076153,KFFZ,1714079853,KFFZ,OXF8128 ,112.0,9.0,939.0,39.0,0,7
2882,a685a7,1714077180,KPIE,1714080002,KPIE,N5193H  ,164.0,64.0,1135.0,33.0,1,5
2883,a5a764,1714078636,,1714081408,9CO2,N4632F  ,,,5249.0,365.0,0,20
2884,a5dca6,1714076692,8OR6,1714080707,8OR6,N477RV  ,13949.0,501.0,12011.0,425.0,1,13
2885,a7561b,1714079845,86GA,1714082298,K9A4,N572CT  ,14583.0,1441.0,7000.0,712.0,1,4
2886,a6afd2,1714075813,KVNC,1714078210,KVNC,N53TW   ,7825.0,863.0,7156.0,345.0,0,3
2887,a6e767,1714078445,KEWR,1714081018,KDCA,GJS4443 ,569.0,89.0,1881.0,35.0,1,5
2888,a84fdc,1714077599,96FL,1714079953,KCLW,N63461  ,9736.0,1287.0,500.0,21.0,2,4
2889,a9a2dc,1714079081,KAFP,1714080891,KIPJ,N72T    ,4933.0,1257.0,1868.0,67.0,1,5
2890,a9d796,1714077438,0LL1,1714078109,KSET,N733QH  ,12192.0,547.0,2558.0,80.0,0,9
2891,a9dbc5,1714075881,KLUG,1714077422,KJWN,N734VC  ,4644.0,360.0,2142.0,1.0,2,4
2892,aa637b,1714078373,KTTN,1714082096,DE49,N769FG  ,612.0,26.0,6961.0,954.0,2,10
2893,aa847c,1714078280,KRDU,1714082310,KTEB,NEW777  ,892.0,4.0,2501.0,4.0,0,3
2894,ab29dd,1714076466,KMOD,1714078779,KMOD,N8183H  ,1063.0,92.0,1532.0,168.0,1,11
2895,ab2fb5,1714079752,KOAK,1714080592,KSTS,XSN82   ,1118.0,56.0,14374.0,700.0,1,3
2896,ab2fb5,1714075530,,1714078708,KOAK,XSN82   ,,,1115.0,48.0,0,4
2897,ab8a97,1714080553,KW78,1714082136,KGSO,N8427C  ,7899.0,1121.0,9856.0,716.0,1,8
2898,ac7e80,1714076456,KDEN,1714080886,8KS5,SKW5030 ,4575.0,150.0,24743.0,1961.0,5,2
2899,ad7639,1714076980,KDTW,1714080477,KBWI,DAL2480 ,629.0,47.0,2807.0,29.0,0,7
2900,ad7f0f,1714076969,KU77,1714077699,KU77,N969RC  ,713.0,21.0,22910.0,1256.0,1,0
2901,ae06db,1714079511,,1714081738,KNFG,REY33   ,,,3668.0,143.0,0,4
2902,ae0884,1714076580,,1714078112,KNPA,JEDI37  ,,,3370.0,90.0,0,10
2903,adf50f,1714079028,4MI6,1714081762,KLDM,N999LC  ,7548.0,1162.0,4637.0,382.0,0,1
2904,c086da,1714076118,KNEW,1714079423,KNEW,N361ME  ,134.0,10.0,1443.0,5.0,0,5
2905,c822c6,1714080030,,1714082339,NZAA,CVA721  ,,,6110.0,328.0,0,2
2906,e06443,1714075412,,1714077055,SABE,ARG1819 ,,,1290.0,32.0,0,7
2907,e8020c,1714078907,SPJC,1714079789,,LPE2194 ,8.0,11.0,,,3,0
2908,4008ae,1714077853,EGCC,1714079710,EGLL,SHT3A   ,917.0,81.0,2275.0,119.0,0,5
2909,40622b,1714076385,EGBB,1714079122,EGPF,EZY197R ,280.0,98.0,6589.0,365.0,0,0
2910,40666b,1714075710,EGAA,1714078419,EGGW,EZY72NQ ,2944.0,642.0,1970.0,159.0,0,5
2911,75857d,1714076452,RPLL,1714078402,,CEB473  ,190.0,60.0,,,1,0
2912,a20cf6,1714078359,KGMU,1714080281,KAVL,N231HR  ,1047.0,53.0,3929.0,109.0,6,6
2913,a25613,1714078950,,1714081384,98TN,N25KN   ,,,11711.0,794.0,0,5
2914,a25d2f,1714075218,KGAI,1714079301,KGAI,N251WF  ,100.0,103.0,857.0,103.0,0,10
2915,a1acce,1714075489,30TX,1714079066,KLIT,N207JB  ,9816.0,498.0,6348.0,240.0,2,12
2916,a2ba48,1714077180,,1714078872,KDFW,ENY3468 ,,,6738.0,249.0,0,23
2917,a49659,1714075293,KPIE,1714081271,KTYS,N395LC  ,597.0,26.0,1236.0,62.0,1,14
2918,a3bc01,1714075314,KSVH,1714079901,DE07,FNX340  ,763.0,5.0,2783.0,214.0,2,24
2919,a3e97e,1714075442,KGBG,1714080590,K2R2,LTA351  ,9548.0,986.0,5536.0,701.0,0,27
2920,a52101,1714076974,,1714080394,KCOI,N43CK   ,,,983.0,17.0,0,5
2921,a56985,1714076384,KFPR,1714079620,KFPR,WCP250  ,2452.0,145.0,4090.0,236.0,2,14
2922,a55e4d,1714075385,5MN1,1714077604,KULM,MVK82   ,8259.0,1028.0,17600.0,712.0,4,2
2923,a63673,1714077135,KSMQ,1714077749,KLDJ,N5NJ    ,1408.0,74.0,14012.0,60.0,5,6
2924,a63ca0,1714078642,KPEO,1714079542,90NY,N5002T  ,597.0,64.0,6739.0,100.0,2,14
2925,a775aa,1714075777,KDVK,1714077164,KLOU,N58XP   ,2813.0,359.0,1180.0,16.0,1,8
2926,a887fd,1714079225,KPHL,1714082186,NK01,PDT5724 ,2319.0,179.0,13714.0,711.0,1,3
2927,a89336,1714077745,KSDL,1714079186,KSDL,N6513D  ,851.0,27.0,410.0,3.0,0,5
2928,a7c3d2,1714077932,FL19,1714079860,21FL,N6P     ,7429.0,183.0,4945.0,46.0,3,11
2929,a92c9d,1714077151,KHWD,1714080073,,TIV690  ,419.0,61.0,,,1,0
2930,a98488,1714075387,,1714078884,KFVX,N712LU  ,,,10546.0,520.0,0,4
2931,aa20b8,1714078441,5AZ3,1714079877,KCHD,N7514V  ,13092.0,106.0,837.0,47.0,1,8
2932,aa20b8,1714076631,KCHD,1714077684,5AZ3,N7514V  ,1057.0,17.0,11149.0,198.0,3,9
2933,aa77e9,1714079075,KPSM,1714080611,KCQX,CNS522  ,1184.0,60.0,579.0,96.0,1,1
2934,ab021b,1714078157,KEQY,1714079013,NC21,N8081L  ,3469.0,334.0,5826.0,484.0,4,11
2935,ab021b,1714076311,KEQY,1714077095,NC21,N8081L  ,3797.0,295.0,5901.0,538.0,4,12
2936,ac2dcc,1714075291,KLAS,1714076609,KU30,N884MH  ,1580.0,66.0,5595.0,594.0,2,1
2937,abbdb3,1714079926,,1714081719,KORD,SKW5436 ,,,7067.0,191.0,0,5
2938,aca971,1714078217,KHYA,1714079936,KBOS,KAP19   ,1627.0,105.0,664.0,105.0,0,3
2939,acb3de,1714076665,KYIP,1714077748,KADG,N9176H  ,548.0,96.0,11405.0,366.0,2,11
2940,acada0,1714077394,KBFL,1714079432,KBFL,N916GW  ,9118.0,865.0,6370.0,438.0,1,7
2941,ae54e6,1714077402,KNGP,1714078166,XS59,BOMR820 ,3183.0,360.0,23685.0,1946.0,1,2
2942,ae58e2,1714078016,KNSE,1714078738,K1R8,SH237   ,4611.0,571.0,14009.0,1364.0,5,7
2943,ae4b57,1714077545,KNKX,1714079189,KNKX,TIGER11 ,1312.0,69.0,1403.0,61.0,2,6
2944,c02cb8,1714077954,CYSN,1714079669,CYTZ,CFQYH   ,90.0,97.0,771.0,107.0,0,3
2945,c0607d,1714075389,EGVN,1714077523,EGVN,CGKOA   ,3422.0,95.0,3946.0,95.0,0,3
2946,c05f0f,1714076689,CYTZ,1714079259,CYOW,JZA7710 ,307.0,114.0,2017.0,91.0,1,6
2947,0d0c9f,1714077753,KYIP,1714078411,28OH,XATRQ   ,423.0,50.0,8821.0,657.0,1,13
2948,4d2248,1714075428,ESSA,1714080108,EPMO,RYR1945 ,1822.0,42.0,1542.0,63.0,0,2
2949,710093,1714078225,,1714078868,OERK,SVA1734 ,,,9403.0,396.0,0,1
2950,7c15bf,1714079010,,1714080938,YMML,RXA3653 ,,,1270.0,117.0,0,4
2951,7c6b40,1714076268,YMML,1714080537,YSSY,JST500  ,1647.0,94.0,1866.0,67.0,1,2
2952,a06703,1714076515,KRDU,1714081289,KBNA,RPA4543 ,1405.0,4.0,3402.0,7.0,0,3
2953,a05ec7,1714076756,KDUH,1714078063,KDUH,N1229V  ,8864.0,253.0,4042.0,184.0,1,15
2954,a12cd6,1714077051,KPVE,1714079429,1IN1,N175MC  ,10812.0,1520.0,5164.0,1661.0,1,21
2955,a13aa6,1714077068,KPAH,1714078297,KPAH,N179AK  ,372.0,33.0,1094.0,56.0,1,4
2956,a20cb1,1714076969,KRYW,1714078714,3XA7,N231EX  ,444.0,13.0,10591.0,1389.0,2,2
2957,a26bb8,1714077631,KAUS,1714080280,KMDD,SKW3941 ,1149.0,40.0,9029.0,715.0,3,6
2958,a32cd4,1714077001,KBUY,1714081133,KBUY,N3030E  ,650.0,10.0,1771.0,17.0,2,9
2959,a35655,1714075813,KPDK,1714081018,KPDK,N314GT  ,106.0,31.0,1158.0,23.0,1,7
2960,a2dddf,1714075203,KSEE,1714079543,KSEE,N284LP  ,1817.0,163.0,1779.0,163.0,2,9
2961,a447fc,1714078530,,1714080539,PASX,N375SP  ,,,1386.0,64.0,0,19
2962,a3e8d2,1714078471,KPTK,1714081078,KPTK,N351DC  ,1105.0,51.0,2871.0,36.0,0,8
2963,a3f10f,1714078274,MN08,1714080576,MN08,MVK57   ,5609.0,739.0,10533.0,1211.0,3,6
2964,a51770,1714075826,ESSA,1714081830,EDDK,UPS283  ,1785.0,49.0,2545.0,106.0,0,2
2965,a50c7c,1714077411,KSMF,1714080609,KBUR,SWA939  ,4756.0,601.0,848.0,54.0,6,4
2966,a54cf6,1714077372,,1714080111,KFFZ,OXF3373 ,,,1044.0,47.0,0,7
2967,a56ff5,1714076327,KJYO,1714079713,KLOM,N45C    ,717.0,10.0,2501.0,121.0,1,25
2968,a700da,1714078958,KPTK,1714080930,OI27,EJA550  ,774.0,36.0,3101.0,2060.0,0,5
2969,a6d00b,1714076887,MMMX,1714077687,,VOI470  ,648.0,56.0,,,0,0
2970,a6eb12,1714075482,KSJC,1714076170,KOAR,LXJ545  ,228.0,3.0,15370.0,1924.0,2,4
2971,a86981,1714078426,08FD,1714080047,KMLB,N641FT  ,4930.0,742.0,1228.0,40.0,4,5
2972,a86981,1714076186,KMLB,1714077644,08FD,N641FT  ,2790.0,142.0,5892.0,345.0,1,19
2973,a86bb2,1714077581,K19A,1714078462,KLZU,N64129  ,7019.0,289.0,1931.0,11.0,2,8
2974,a88dd4,1714079383,KHSA,1714080006,KHDC,N650MG  ,7081.0,915.0,5376.0,397.0,3,10
2975,a88dd4,1714076893,KHDC,1714077748,K66Y,N650MG  ,6698.0,541.0,12424.0,551.0,3,7
2976,a8c1d2,1714076579,KHVC,1714077878,KHVC,N66303  ,2005.0,376.0,2272.0,285.0,1,5
2977,a8ba85,1714076335,KCRG,1714078081,KGNV,N66111  ,4798.0,261.0,5897.0,532.0,2,7
2978,a8cf70,1714076733,,1714077523,KFLL,NKS1611 ,,,2712.0,81.0,0,4
2979,aab742,1714078089,KCRG,1714081558,KCRG,N79SF   ,2747.0,269.0,7142.0,231.0,2,9
2980,aad766,1714075726,,1714079148,KSDL,N798T   ,,,1676.0,42.0,0,5
2981,ac2c99,1714075413,3TN4,1714079519,KBWG,N8839M  ,6719.0,589.0,20605.0,1677.0,2,2
2982,ac3eba,1714075590,KPHX,1714082289,KDAL,SWA5043 ,727.0,12.0,3160.0,133.0,1,13
2983,aba2ef,1714076550,KMSP,1714082387,KAVL,SCX215  ,1519.0,42.0,4266.0,117.0,0,6
2984,aba696,1714075380,KECP,1714078879,GE99,N85SG   ,6628.0,992.0,19815.0,1303.0,1,2
2985,ad14e2,1714075543,KPUB,1714077257,09CO,TG73    ,5920.0,418.0,12197.0,1103.0,1,3
2986,ad675d,1714076918,KDTW,1714079713,KORD,DAL1007 ,2765.0,100.0,4663.0,23.0,1,4
2987,ad5dbc,1714075623,KJVL,1714076609,KPWK,COL960  ,774.0,89.0,2245.0,21.0,3,5
2988,acdd1b,1714076040,,1714081800,KCLT,AAL351  ,,,8603.0,320.0,0,8
2989,ae58e1,1714078387,KNGP,1714082301,XS59,BOMR836 ,2585.0,291.0,20624.0,2106.0,1,1
2990,add3bc,1714079841,,1714081695,KIAD,N990MF  ,,,377.0,102.0,0,8
2991,adfed5,1714078539,7AL7,1714079726,3FL8,VALOR56 ,8545.0,1932.0,850.0,1592.0,1,6
2992,0100e7,1714075636,,1714076835,OKBK,MSC403  ,,,3697.0,135.0,0,1
2993,0b4269,1714076764,MGGT,1714078665,MGGT,TGEAA   ,36.0,15.0,2307.0,14.0,0,0
2994,0d0df1,1714081474,,1714082272,MMMX,VIV1399 ,,,434.0,96.0,0,1
2995,3424d4,1714078065,LEBL,1714079487,LEPA,VLG8ZP  ,3347.0,445.0,5012.0,205.0,0,1
2996,34310d,1714075249,EIDW,1714079602,EBMB,BCS485  ,1693.0,154.0,562.0,92.0,1,3
2997,4951d6,1714077416,LPPR,1714079633,LPPT,TAP1933 ,576.0,159.0,2884.0,53.0,1,4
2998,3c6658,1714075712,EDDH,1714079265,EDDM,DLH9M   ,609.0,82.0,3223.0,57.0,1,3
2999,7c2ba8,1714076379,YBCG,1714081157,YSSY,VOZ500  ,1560.0,69.0,1751.0,90.0,0,2
3000,a04726,1714076768,K1G3,1714079262,K1G3,KSF17   ,1844.0,119.0,1998.0,126.0,2,16
3001,a12db6,1714080583,KEDC,1714081861,KCLL,N175WB  ,522.0,85.0,9236.0,1441.0,3,13
3002,a27ea8,1714076525,,1714079983,KSTS,N26WR   ,,,13506.0,639.0,0,3
3003,a30961,1714076873,KMSP,1714079204,KDSM,EDV5063 ,1517.0,42.0,1983.0,10.0,0,8
3004,a36549,1714079812,KEDC,1714082017,XA10,N318HS  ,374.0,62.0,1256.0,772.0,2,49
3005,a40a3e,1714075497,31IN,1714076590,31IN,N36D    ,840.0,30.0,941.0,7.0,3,8
